"iso_code","glottocode","wals_code","Name","genus","SVO_order","Glottocode","Name_SIL","Language.name","Longitude","Latitude","Area_GLOT","Continent_SIL","Country","Status_GLOT","Population_SIL","Family_SIL_Lv1","Family_SIL_Lv2","Family_SIL_Lv3","Family_GLOT_Lv1","Family_GLOT_Lv2","Family_GLOT_Lv3"
"aly","alya1239","aly","Alyawarra","Pama-Nyungan","1 SOV","alya1239","Alyawarr","Alyawarr",136.835,-21.0427,"Australia","Pacific","Australia (AU)","threatened",1450,"Australian","Pama-Nyungan",NA,"Pama-Nyungan","Arandic-Thura-Yura","Arandic"
"amc","amah1246","amc","Amahuaca","Panoan","7 No dominant order","amah1246","Amahuaca","Amahuaca",-72.3208,-10.2012,"South America","Americas","Brazil (BR) / Peru (PE)","moribund",220,"Panoan","South-Central",NA,"Pano-Tacanan","Panoan","Mainline Pano"
"ame","yane1238","amu","Amuesha","Western Arawakan",NA,"yane1238","Yanesha","Yanesha'",-75.315,-10.5454,"South America","Americas","Peru (PE)","shifting",9830,"Arawakan","Maipuran",NA,"Arawakan","Western Maipuran",NA
"amf","hame1242","hmr","Hamer","South Omotic",NA,"hame1242","Hamer-Banna","Hamer-Banna",36.5176,5.06515,"Africa","Africa","Ethiopia (ET) / Kenya (KE)","threatened",42800,"Afro-Asiatic","Omotic",NA,"South Omotic","AHK","Hamer-Karo"
"amh","amha1245","amh","Amharic","Semitic","1 SOV","amha1245","Amharic","Amharic",39.5435,11.7082,"Africa","Africa","Djibouti (DJ) / Ethiopia (ET)","not endangered",1.7e+07,"Afro-Asiatic","Semitic","Ethiopian","Afro-Asiatic","Semitic","West Semitic"
"ami","amis1246","ami","Amis","East Formosan","7 No dominant order","amis1246","Amis","Amis",121.348,23.0917,"Papunesia","Asia","Taiwan, Province of China (TW)","threatened",138000,"Austronesian","East Formosan",NA,"Austronesian","East Formosan","Central East Formosan"
"amk","amba1265","amq","Ambai","South Halmahera - West New Guinea","2 SVO","amba1265","Ambai","Ambai",136.526,-1.88126,"Papunesia","Asia","Indonesia (ID)","threatened",10100,"Austronesian","Malayo-Polynesian","Eastern Malayo-Polynesian","Austronesian","Malayo-Polynesian","Central-Eastern Malayo-Polynesian"
"amm","amap1240","amm","Ama","Left May",NA,"amap1240","Ama","Ama (Papua New Guinea)",141.658,-4.20192,"Papunesia","Pacific","Papua New Guinea (PG)","threatened",480,"Arai-Kwomtari","Arai (Left May)",NA,"Left May","Western Left May",NA
"amn","aman1265","amn","Amanab","Border","1 SOV","aman1265","Amanab","Amanab",141.178,-3.51516,"Papunesia","Pacific","Papua New Guinea (PG)","shifting",4420,"Border","Waris",NA,"Border","Warisic",NA
"amo","amoo1242","amo","Amo","Kainji",NA,"amoo1242","Amo","Amo",8.65405,10.3229,"Africa","Africa","Nigeria (NG)","not endangered",12300,"Niger-Congo","Atlantic-Congo","Benue-Congo","Atlantic-Congo","Volta-Congo","Benue-Congo"
"amp","alam1246","ala","Alamblak","Sepik Hill","1 SOV","alam1246","Alamblak","Alamblak",143.316,-4.66307,"Papunesia","Pacific","Papua New Guinea (PG)","shifting",1530,"Sepik","Sepik Hill",NA,"Sepik","Sepik Hill","Eastern Sepik Hill"
"amr","amar1274","amk","Amarakaeri","Harakmbet",NA,"amar1274","Amarakaeri","Amarakaeri",-70.5533,-12.4931,"South America","Americas","Peru (PE)","shifting",500,"Harakmbet",NA,NA,"Harakmbut",NA,NA
"amu","guer1243","amz","Amuzgo","Amuzgoan",NA,"guer1243","Guerrero Amuzgo","Guerrero Amuzgo",-98.1895,16.7723,"North America","Americas","Mexico (MX)","threatened",23000,"Oto-Manguean","Amuzgoan",NA,"Otomanguean","Eastern Otomanguean","Amuzgo-Mixtecan"
"amy","amii1238","emm","Emmi","Western Daly","7 No dominant order","amii1238","Ami","Ami",130.04,-13.5573,"Australia","Pacific","Australia (AU)","nearly extinct",32,"Australian","Daly","Wagaydy","Western Daly","Maranunggu-Ame-Manda","Ame-Manda"
"anc","ngas1240","anc","Angas","West Chadic","2 SVO","ngas1240","Ngas","Ngas",9.46146,9.32042,"Africa","Africa","Nigeria (NG)","not endangered",4e+05,"Afro-Asiatic","Chadic","A","Afro-Asiatic","Chadic","West Chadic"
"ane","xara1244","xar","X璽r璽c羅羅","Oceanic","2 SVO","xara1244","Xaracuu","X?r?c??",165.996,-21.7034,"Papunesia","Pacific","New Caledonia (NC)","not endangered",3780,"Austronesian","Malayo-Polynesian","Eastern Malayo-Polynesian","Austronesian","Malayo-Polynesian","Central-Eastern Malayo-Polynesian"
"anh","nend1239","nnd","Nend","Madang","1 SOV","nend1239","Nend","Nend",144.886,-5.04271,"Papunesia","Pacific","Papua New Guinea (PG)","not endangered",2000,"Trans-New Guinea","Madang","Wanang","Nuclear Trans New Guinea","Madang","Kalamic-South Adelbert"
"ani","andi1255","anx","Andi","Avar-Andic-Tsezic",NA,"andi1255","Andi","Andi",46.2919,42.8078,"Eurasia","Europe","Russian Federation (RU)","threatened",21800,"North Caucasian","East Caucasian","Andic","Nakh-Daghestanian","Daghestanian","Avar-Andic-Tsezic"
"ank","goem1240","goe","Goemai","West Chadic","2 SVO","goem1240","Goemai","Goemai",9.72453,8.74455,"Africa","Africa","Nigeria (NG)","threatened",2e+05,"Afro-Asiatic","Chadic","A","Afro-Asiatic","Chadic","West Chadic"
"ann","obol1243","obo","Obolo","Cross River","2 SVO","obol1243","Obolo","Obolo",7.81985,4.62851,"Africa","Africa","Nigeria (NG)","not endangered",2e+05,"Niger-Congo","Atlantic-Congo","Benue-Congo","Atlantic-Congo","Volta-Congo","Benue-Congo"
"ano","ando1256","adk","Andoke","Andoke",NA,"ando1256","Andoque","Andoque",-72.0869,-0.53751,"South America","Americas","Colombia (CO)","shifting",370,"Language Isolate",NA,NA,NA,NA,NA
"anq","jara1245","jrw","Jarawa (in Andamans)","South Andamanese","1 SOV","jara1245","Jarawa","Jarawa (India)",92.658,11.6089,"Eurasia","Asia","India (IN)","threatened",250,"Andamanese","South Andamanese",NA,"Jarawa-Onge",NA,NA
"anu","anua1242","any","Anywa","Nilotic","7 No dominant order","anua1242","Anuak","Anuak",34.0267,7.57714,"Africa","Africa","Ethiopia (ET) / Sudan (SD)","not endangered",52000,"Nilo-Saharan","Eastern Sudanic","Western","Nilotic","Western Nilotic","Luo-Burun"
"any","anyi1245","ayi","Anyi","Kwa","2 SVO","anyi1245","Anyin","Anyin",-3.30532,6.31781,"Africa","Africa","C?te d'Ivoire (CI) / Ghana (GH)","not endangered",610000,"Niger-Congo","Atlantic-Congo","Kwa","Atlantic-Congo","Volta-Congo","Kwa Volta-Congo"
"anz","anem1249","ane","An礙m","An礙m","2 SVO","anem1249","Anem","Anem",148.993,-5.54836,"Papunesia","Pacific","Papua New Guinea (PG)","shifting",550,"Yele-West New Britain","West New Britain",NA,NA,NA,NA
"aoa","ango1258","ago","Angolar","Creoles and Pidgins",NA,"ango1258","Angolar","Angolar",6.59486,0.11438,"Africa","Africa","Sao Tome and Principe (ST)","not endangered",5000,"Creole","Portuguese based",NA,"Indo-European","Italic","Latino-Faliscan"
"aoc","pemo1248","pem","Pemon","Cariban",NA,"pemo1248","Pemon","Pemon",-61.4033,4.97031,"South America","Americas","Brazil (BR) / Guyana (GY) / Venezuela, Bolivarian Republic of (VE)","threatened",5000,"Carib","Northern","Macushi-Kapon","Cariban","Venezuelan Cariban","Pemong-Panare"
"aoi","anin1240","ann","Anindilyakwa","Anindilyakwa","7 No dominant order","anin1240","Anindilyakwa","Anindilyakwa",136.642,-13.999,"Australia","Pacific","Australia (AU)","shifting",1240,"Australian","Gunwingguan",NA,"Gunwinyguan","Gunwinyguan Bak","Wubuy-Anindilyakwa"
"aoj","mufi1238","aoj","Mufian","Kombio-Arapesh","2 SVO","mufi1238","Mufian","Mufian",142.955,-3.57932,"Papunesia","Pacific","Papua New Guinea (PG)","threatened",11000,"Torricelli","Kombio-Arapesh",NA,"Nuclear Torricelli","Kombio-Arapesh-Urat","Arapesh"
"aom","omie1241","omi","?mie","Koiarian",NA,"omie1241","Omie","?mie",148.107,-9.03136,"Papunesia","Pacific","Papua New Guinea (PG)","not endangered",800,"Trans-New Guinea","Southeast Papuan","Baraic","Koiarian","Baraic",NA
"aoz","uabm1237","tse","Timorese","Central Malayo-Polynesian",NA,"uabm1237","Uab Meto","Uab Meto",124.144,-9.77284,"Papunesia","Asia","Indonesia (ID) / Timor-Leste (TL)","not endangered",586000,"Austronesian","Malayo-Polynesian","Central Malayo-Polynesian","Austronesian","Malayo-Polynesian","Central-Eastern Malayo-Polynesian"
"apb","saaa1240","saa","Sa'a","Oceanic",NA,"saaa1240","Saa","Sa'a",161.467,-9.60258,"Papunesia","Pacific","Solomon Islands (SB)","not endangered",11500,"Austronesian","Malayo-Polynesian","Eastern Malayo-Polynesian","Austronesian","Malayo-Polynesian","Central-Eastern Malayo-Polynesian"
"apc","nort3139","arl","Arabic (Lebanese)","Semitic",NA,"nort3139","North Levantine Spoken Arabic","North Levantine Arabic",36.0468,34.1709,"Eurasia","Asia","Israel (IL) / Lebanon (LB) / Syrian Arab Republic (SY) / Turkey (TR)","not endangered",8800000,"Afro-Asiatic","Semitic","South","Afro-Asiatic","Semitic","West Semitic"
"apc","nort3139","abe","Arabic (Beirut)","Semitic",NA,"nort3139","North Levantine Spoken Arabic","North Levantine Arabic",36.0468,34.1709,"Eurasia","Asia","Israel (IL) / Lebanon (LB) / Syrian Arab Republic (SY) / Turkey (TR)","not endangered",8800000,"Afro-Asiatic","Semitic","South","Afro-Asiatic","Semitic","West Semitic"
"apc","nort3139","anl","Arabic (North Levantine Spoken)","Semitic",NA,"nort3139","North Levantine Spoken Arabic","North Levantine Arabic",36.0468,34.1709,"Eurasia","Asia","Israel (IL) / Lebanon (LB) / Syrian Arab Republic (SY) / Turkey (TR)","not endangered",8800000,"Afro-Asiatic","Semitic","South","Afro-Asiatic","Semitic","West Semitic"
"apc","nort3139","asy","Arabic (Syrian)","Semitic","7 No dominant order","nort3139","North Levantine Spoken Arabic","North Levantine Arabic",36.0468,34.1709,"Eurasia","Asia","Israel (IL) / Lebanon (LB) / Syrian Arab Republic (SY) / Turkey (TR)","not endangered",8800000,"Afro-Asiatic","Semitic","South","Afro-Asiatic","Semitic","West Semitic"
"ape","buki1249","arp","Arapesh (Mountain)","Kombio-Arapesh","2 SVO","buki1249","Bukiyip","Bukiyip",143.111,-3.47169,"Papunesia","Pacific","Papua New Guinea (PG)","shifting",16200,"Torricelli","Kombio-Arapesh",NA,"Nuclear Torricelli","Kombio-Arapesh-Urat","Arapesh"
"aph","athp1241","ath","Athpare","Mahakiranti","1 SOV","athp1241","Athpariya","Athpariya",87.3296,26.8794,"Eurasia","Asia","Nepal (NP)","shifting",2000,"Sino-Tibetan","Tibeto-Burman","Mahakiranti","Sino-Tibetan","Himalayish","Mahakiranti"
"apj","jica1244","apj","Apache (Jicarilla)","Athapaskan",NA,"jica1244","Jicarilla Apache","Jicarilla Apache",-107.007,36.8079,"North America","Americas","United States (US)","shifting",680,"Na-Dene","Nuclear Na-Dene","Athapaskan","Athabaskan-Eyak-Tlingit","Athabaskan-Eyak","Athabaskan"
"apm","mesc1238","apc","Apache (Chiricahua)","Athapaskan",NA,"mesc1238","Mescalero-Chiricahua Apache","Mescalero-Chiricahua Apache",-105.566,33.1291,"North America","Americas","United States (US)","shifting",1800,"Na-Dene","Nuclear Na-Dene","Athapaskan","Athabaskan-Eyak-Tlingit","Athabaskan-Eyak","Athabaskan"
"apn","apin1244","api","Apinay矇","Ge-Kaingang","1 SOV","apin1244","Apinaye","Apinay?",-47.6315,-6.10774,"South America","Americas","Brazil (BR)","shifting",1260,"Macro-Ge","Ge-Kaingang","Northwest","Nuclear-Macro-Je","Je","Je Setentrional"
"apq","apuc1241","gan","Great Andamanese","Great Andamanese","1 SOV","apuc1241","A-Pucikwar","A-Pucikwar",92.7965,12.241,"Eurasia","Asia","India (IN)","extinct",10,"Andamanese","Great Andamanese",NA,"Great Andamanese","Middle-South Andamanese","Middle Great Andamanese"
"apq","apuc1241","apk","A-Pucikwar","Great Andamanese",NA,"apuc1241","A-Pucikwar","A-Pucikwar",92.7965,12.241,"Eurasia","Asia","India (IN)","extinct",10,"Andamanese","Great Andamanese",NA,"Great Andamanese","Middle-South Andamanese","Middle Great Andamanese"
"apr","arop1243","alk","Arop-Lokep","Oceanic","2 SVO","arop1243","Arop-Lokep","Arop-Lokep",147.103,-5.31671,"Papunesia","Pacific","Papua New Guinea (PG)","not endangered",3020,"Austronesian","Malayo-Polynesian","Eastern Malayo-Polynesian","Austronesian","Malayo-Polynesian","Central-Eastern Malayo-Polynesian"
"apt","apat1240","apt","Apatani","Tani","1 SOV","apat1240","Apatani","Apatani",93.7284,27.1933,"Eurasia","Asia","India (IN)","threatened",24000,"Sino-Tibetan","Tibeto-Burman","Tani","Sino-Tibetan","Macro-Tani","Tani"
"apu","apur1254","apu","Apurin瓊","Purus","2 SVO","apur1254","Apurina","Apurin?",-66.7714,-8.21692,"South America","Americas","Brazil (BR)","shifting",4087,"Arawakan","Maipuran","Purus","Arawakan","Southern Maipuran","Purus"
"apw","west2615","apw","Apache (Western)","Athapaskan","1 SOV","west2615","Western Apache","Western Apache",-110.123,33.8574,"North America","Americas","United States (US)","shifting",12700,"Na-Dene","Nuclear Na-Dene","Athapaskan","Athabaskan-Eyak-Tlingit","Athabaskan-Eyak","Athabaskan"
"apy","apal1257","apl","Apala穩","Cariban","7 No dominant order","apal1257","Apalai","Apala?",-54.7457,1.49792,"South America","Americas","Brazil (BR)","shifting",450,"Carib","Northern","Wayana-Trio","Cariban",NA,NA
"apz","safe1240","ape","Ampeeli","Angan",NA,"safe1240","Safeyoka","Safeyoka",146.09,-7.05417,"Papunesia","Pacific","Papua New Guinea (PG)","not endangered",2390,"Trans-New Guinea","Angan",NA,"Angan","Nuclear Angan","Wojokesic"
"aqc","arch1244","arc","Archi","Lezgic","1 SOV","arch1244","Archi","Archi",46.8267,42.3239,"Eurasia","Europe","Russian Federation (RU)","shifting",1200,"North Caucasian","East Caucasian","Archi","Nakh-Daghestanian","Daghestanian","Lezgic"
"aqp","atak1252","atk","Atakapa","Atakapa",NA,"atak1252","Atakapa","Atakapa",-93.0827,30.9121,"North America","Americas","United States (US)","extinct",0,"Gulf",NA,NA,NA,NA,NA
"arb","stan1318","ams","Arabic (Modern Standard)","Semitic","3 VSO","stan1318","Standard Arabic","Standard Arabic",43.8525,27.9625,"Eurasia","Asia","Algeria (DZ) / Bahrain (BH) / Chad (TD) / Comoros (KM) / Djibouti (DJ) / Egypt (EG) / Eritrea (ER) / Iraq (IQ) / Israel (IL) / Jordan (JO) / Kuwait (KW) / Lebanon (LB) / Libya (LY) / Morocco (MA) / Oman (OM) / Palestine, State of (PS) / Qatar (QA) / Saudi Arabia (SA) / Somalia (SO) / Sudan (SD) / Syrian Arab Republic (SY) / Tanzania, United Republic of (TZ) / Tunisia (TN) / United Arab Emirates (AE) / Yemen (YE)","not endangered",2.1e+08,"Afro-Asiatic","Semitic","South","Afro-Asiatic","Semitic","West Semitic"
"ard","arab1267","abn","Arabana","Pama-Nyungan","1 SOV","arab1267","Arabana","Arabana",135.449,-28.705,"Australia","Pacific","Australia (AU)","extinct",0,"Australian","Pama-Nyungan","Palku","Pama-Nyungan","Karnic","Palku"
"are","west2441","awe","Arrernte (Western)","Pama-Nyungan",NA,"west2441","Western Arrarnta","Western Arrarnta",133.246,-24.0505,"Australia","Pacific","Australia (AU)","shifting",1000,"Australian","Pama-Nyungan",NA,"Pama-Nyungan","Arandic-Thura-Yura","Arandic"
"arh","arhu1242","ika","Ika","Aruak","1 SOV","arhu1242","Arhuaco","Arhuaco",-73.6363,10.7018,"South America","Americas","Colombia (CO)","threatened",14800,"Chibchan","Aruak",NA,"Chibchan","Core Chibchan","Magdalenic"
"ari","arik1262","akr","Arikara","Caddoan",NA,"arik1262","Arikara","Arikara",-100,45,"North America","Americas","United States (US)","nearly extinct",20,"Caddoan","Northern","Pawnee","Caddoan","Northern Caddoan","Pawnee-Kitsai"
"arl","arab1268","arb","Arabela","Zaparoan",NA,"arab1268","Arabela","Arabela",-75.0612,-1.96126,"South America","Americas","Peru (PE)","nearly extinct",50,"Zaparoan",NA,NA,"Zaparoan","Iquito-Arabela","Arabela-Andoa"
"arn","mapu1245","map","Mapudungun","Araucanian","2 SVO","mapu1245","Mapudungun","Mapudungun",-71.277,-38.7392,"South America","Americas","Argentina (AR) / Chile (CL)","shifting",2e+05,"Araucanian",NA,NA,"Araucanian",NA,NA
"aro","arao1248","ana","Araona","Tacanan",NA,"arao1248","Araona","Araona",-67.7293,-12.4242,"South America","Americas","Bolivia, Plurinational State of (BO)","shifting",81,"Tacanan","Araona-Tacana",NA,"Pano-Tacanan","Tacanan","Takanik-Chamik"
"arp","arap1274","aho","Arapaho","Algonquian",NA,"arap1274","Arapaho","Arapaho",-108.81,43.3879,"North America","Americas","United States (US)","moribund",1040,"Algic","Algonquian","Arapaho","Algic","Algonquian","Arapahoic"
"arr","karo1305","kaa","Kar籀 (Ar獺ra)","Ramarama","1 SOV","karo1305","Karo","Karo (Brazil)",-61.5691,-10.3342,"South America","Americas","Brazil (BR)","shifting",170,"Tupi","Ramarama",NA,"Tupian","Purubora-Ramarama","Ramarama"
"arv","arbo1245","abo","Arbore","Eastern Cushitic","1 SOV","arbo1245","Arbore","Arbore",36.7986,4.92183,"Africa","Africa","Ethiopia (ET)","shifting",4440,"Afro-Asiatic","Cushitic","Western Omo-Tana","Afro-Asiatic","Cushitic","East Cushitic"
"arw","araw1276","ara","Arawak","Northern Arawakan","2 SVO","araw1276","Arawak","Lokono",-56.9243,5.64295,"South America","Americas","French Guiana (GF) / Guyana (GY) / Suriname (SR) / Venezuela, Bolivarian Republic of (VE)","moribund",1500,"Arawakan","Maipuran","Caribbean","Arawakan","Northern Maipuran","Caribbean Arawakan"
"ary","moro1292","amr","Arabic (Moroccan)","Semitic",NA,"moro1292","Arabic (Moroccan)","Moroccan Arabic",-7.5,32.5,"Africa","Africa","Algeria (DZ) / Morocco (MA) / Western Sahara (EH)","not endangered",1.9e+07,"Afro-Asiatic","Semitic","South","Afro-Asiatic","Semitic","West Semitic"
"arz","egyp1253","aeg","Arabic (Egyptian)","Semitic","2 SVO","egyp1253","Arabic (Egyptian)","Egyptian Arabic",31,31,"Africa","Africa","Egypt (EG) / Israel (IL) / Libya (LY)","not endangered",5.3e+07,"Afro-Asiatic","Semitic","South","Afro-Asiatic","Semitic","West Semitic"
"asa","asut1235","pre","Pare","Bantoid","2 SVO","asut1235","Asu","Asu (Tanzania)",37.8323,-4.17978,"Africa","Africa","Kenya (KE) / Tanzania, United Republic of (TZ)","not endangered",5e+05,"Niger-Congo","Atlantic-Congo","Benue-Congo","Atlantic-Congo","Volta-Congo","Benue-Congo"
"ase","amer1248","asl","American Sign Language","Sign Languages",NA,"amer1248","American Sign Language","American Sign Language",-81.6121,33.8117,"North America","Americas","Barbados (BB) / Benin (BJ) / Bolivia, Plurinational State of (BO) / Burkina Faso (BF) / Canada (CA) / Central African Republic (CF) / Chad (TD) / China (CN) / Congo, The Democratic Republic of the (CD) / C?te d'Ivoire (CI) / Gabon (GA) / Ghana (GH) / Jamaica (JM) / Kenya (KE) / Madagascar (MG) / Mauritania (MR) / Nigeria (NG) / Philippines (PH) / Singapore (SG) / Togo (TG) / United States (US) / Zimbabwe (ZW)","not endangered",0,"Deaf sign language",NA,NA,"Sign Language","Deaf Sign Language","LSFic"
"asf","aust1271","aus","Auslan","Sign Languages",NA,"aust1271","Australian Sign Language","Australian Sign Language",145,-30,"Australia","Pacific","Australia (AU)","shifting",14000,"Deaf sign language",NA,NA,"Sign Language","Deaf Sign Language","BSLic"
"asm","assa1263","ass","Assamese","Indic","1 SOV","assa1263","Assamese","Assamese",91.2932,26.0876,"Eurasia","Asia","Bangladesh (BD) / Bhutan (BT) / India (IN)","not endangered",1.7e+07,"Indo-European","Indo-Iranian","Eastern zone","Indo-European","Indo-Iranian","Indo-Aryan"
"ast","astu1245","ast","Asturian","Romance",NA,"astu1245","Asturian","Asturian-Leonese-Cantabrian",-6.02227,42.4181,"Eurasia","Europe","Portugal (PT) / Spain (ES)","not endangered",1e+05,"Indo-European","Italic","Italo-Western","Indo-European","Italic","Latino-Faliscan"
"asu","toca1235","asu","Asurin穩","Tupi-Guaran穩","5 OVS","toca1235","Tocantins Asurini","Tocantins Asurini",-49.8991,-3.59359,"South America","Americas","Brazil (BR)","shifting",300,"Tupi","Tupi-Guarani",NA,"Tupian","Maweti-Guarani","Aweti-Guarani"
"atj","atik1240","ati","Atikamekw","Algonquian",NA,"atik1240","Atikamekw","Atikamekw",-73.7989,47.9555,"North America","Americas","Canada (CA)","threatened",5000,"Algic","Algonquian","Cree-Montagnais-Naskapi","Algic","Algonquian","Cree-Montagnais-Naskapi"
"atq","aral1243","atb","Aralle-Tabulahan","South Sulawesi",NA,"aral1243","Aralle-Tabulahan","Aralle-Tabulahan",119.319,-2.78397,"Papunesia","Asia","Indonesia (ID)","not endangered",12000,"Austronesian","Malayo-Polynesian","Northern","Austronesian","Malayo-Polynesian","South Sulawesi"
"atw","atsu1245","ats","Atsugewi","Palaihnihan","7 No dominant order","atsu1245","Atsugewi","Atsugewi",-120.661,40.4271,"North America","Americas","United States (US)","extinct",3,"Hokan","Northern","Shasta-Palaihnihan","Palaihnihan",NA,NA
"aty","anei1239","anj","Anejom","Oceanic","4 VOS","anei1239","Aneityum","Aneityum",169.825,-20.1864,"Papunesia","Pacific","Vanuatu (VU)","shifting",900,"Austronesian","Malayo-Polynesian","Eastern Malayo-Polynesian","Austronesian","Malayo-Polynesian","Central-Eastern Malayo-Polynesian"
"auc","waor1240","wao","Waorani","Waorani","1 SOV","waor1240","Waorani","Waorani",-76.683,-1.12312,"South America","Americas","Ecuador (EC)","shifting",1650,"Language Isolate",NA,NA,NA,NA,NA
