Glottocode,ISO,Name_SIL,Language name,Longitude,Latitude,Area_GLOT,Continent_SIL,Country,Status_GLOT,Population_SIL,Family_SIL_Lv1,Family_SIL_Lv2,Family_SIL_Lv3,Family_GLOT_Lv1,Family_GLOT_Lv2,Family_GLOT_Lv3
khet1238,xhe,Khetrani,Khetrani,70.2828,30.4799,Eurasia,Asia,Pakistan (PK),not endangered,4000,Indo-European,Indo-Iranian,Northwestern zone,Indo-European,Indo-Iranian,Indo-Aryan
khez1235,nkh,Khezha Naga,Khezha Naga,94.3114,25.7078,Eurasia,Asia,India (IN),threatened,23000,Sino-Tibetan,Tibeto-Burman,Naga,Sino-Tibetan,Kuki-Chin-Naga,Naga
khia1236,kix,Khiamniungan Naga,Khiamniungan Naga,95.0168,26.2008,Eurasia,Asia,India (IN) / Myanmar (MM),threatened,38100,Sino-Tibetan,Tibeto-Burman,Konyak-Bodo-Garo,Sino-Tibetan,Brahmaputran,Konyak
khin1240,kjj,Khinalugh,Khinalugh,48.0571,41.1801,Eurasia,Asia,Azerbaijan (AZ),shifting,1500,North Caucasian,East Caucasian,NA,Nakh-Daghestanian,Daghestanian,NA
khir1237,kwx,Khirwar,Khirwar,82.9615,23.7062,Eurasia,Asia,India (IN),not endangered,34300,Dravidian,South-Central,Gondi,Dravidian,Unclassified Dravidian,NA
khis1238,kqm,Khisa,Khisa,-4.05416,9.72099,Africa,Africa,Burkina Faso (BF) / C?te d'Ivoire (CI),shifting,5000,Niger-Congo,Atlantic-Congo,North,Atlantic-Congo,Volta-Congo,North Volta-Congo
khlu1236,ykl,Khlula,Khlula,104.45,23.1,Eurasia,Asia,China (CN),threatened,21000,Sino-Tibetan,Tibeto-Burman,Ngwi,Sino-Tibetan,Burmo-Qiangic,Lolo-Burmese
khmu1256,kjg,Khmu,Khmu,101.671,20.2463,Eurasia,Asia,China (CN) / Lao People's Democratic Republic (LA) / Myanmar (MM) / Thailand (TH) / Viet Nam (VN),not endangered,390000,Austro-Asiatic,Mon-Khmer,Khmuic,Austroasiatic,Khmuic,Khmu'
khoi1250,xkc,Khoini,Kho'ini,48.6212,36.8997,Eurasia,Asia,"Iran, Islamic Republic of (IR)",moribund,0,Indo-European,Indo-Iranian,Western,Indo-European,Indo-Iranian,Iranian
khoi1251,nkb,Khoibu Naga,Khoibu,94.1345,24.2041,Eurasia,Asia,India (IN),not endangered,25600,Sino-Tibetan,Tibeto-Burman,Naga,Sino-Tibetan,Kuki-Chin-Naga,Naga
khol1240,ktc,Kholok,Kholok,10.9671,9.33645,Africa,Africa,Nigeria (NG),not endangered,2500,Afro-Asiatic,Chadic,A,Afro-Asiatic,Chadic,West Chadic
khol1241,unknow,NA,Kholosi,54.2958,27.1197,NA,NA,"Iran, Islamic Republic of (IR)",NA,NA,NA,NA,NA,Indo-European,Indo-Iranian,Indo-Aryan
khor1269,kmz,Khorasani Turkish,Khorasani Turkish,60.0277,36.4438,Eurasia,Asia,"Iran, Islamic Republic of (IR)",threatened,400000,Altaic,Turkic,Turkish,Turkic,Common Turkic,Oghuz
khor1274,unknow,NA,Khorasan Arabic,59.1434,35.8576,Eurasia,NA,"Iran, Islamic Republic of (IR)",NA,NA,NA,NA,NA,Afro-Asiatic,Semitic,West Semitic
khot1251,kho,NA,Khotanese,79.04,38.33,Eurasia,NA,China (CN),extinct,NA,NA,NA,NA,Indo-European,Indo-Iranian,Iranian
khow1242,khw,Khowar,Khowar,72,36,Eurasia,Asia,India (IN) / Pakistan (PK),not endangered,223000,Indo-European,Indo-Iranian,Northwestern zone,Indo-European,Indo-Iranian,Indo-Aryan
khue1238,khf,Khuen,Khuen,101.327,21.0793,Eurasia,Asia,China (CN) / Lao People's Democratic Republic (LA),not endangered,8000,Austro-Asiatic,Mon-Khmer,Khmuic,Austroasiatic,Khmuic,Khmu'
khum1248,cnk,Khumi Chin,Khumi Chin,92.9895,22.8713,Eurasia,Asia,Bangladesh (BD) / India (IN) / Myanmar (MM),not endangered,60000,Sino-Tibetan,Tibeto-Burman,Kuki-Chin,Sino-Tibetan,Kuki-Chin-Naga,Kuki-Chin
khun1255,kfm,Khunsari,Khunsari,49.3742,36.6963,Eurasia,Asia,"Iran, Islamic Republic of (IR)",threatened,21100,Indo-European,Indo-Iranian,Western,Indo-European,Indo-Iranian,Iranian
khun1259,kkh,Khun,Kh?n,99.3363,19.6062,Eurasia,Asia,Lao People's Democratic Republic (LA) / Myanmar (MM) / Thailand (TH),not endangered,115000,Tai-Kadai,Kam-Tai,Tai-Sek,Tai-Kadai,Kam-Tai,Be-Tai
khva1239,khv,Khvarshi,Khwarshi-Inkhoqwari,45.9977,42.2743,Eurasia,Europe,Russian Federation (RU),shifting,1870,North Caucasian,East Caucasian,WestTsezic,Nakh-Daghestanian,Daghestanian,Avar-Andic-Tsezic
khwa1238,xco,NA,Khwarezmian,60.75,41.68,Eurasia,NA,Uzbekistan (UZ),extinct,NA,NA,NA,NA,Indo-European,Indo-Iranian,Iranian
kiau1234,unknow,NA,Kiautschou Pidgin German,NA,NA,Eurasia,NA,China (CN),NA,NA,NA,NA,NA,Pidgin,German based,NA
kibe1241,kie,Kibet,Kibet,20.8767,11.3205,Africa,Africa,Chad (TD),not endangered,18500,Nilo-Saharan,Eastern Sudanic,Western,Maban,Mabang,Runga-Kibet
kibi1239,prm,Kibiri,Kibiri,144.296,-7.45276,Papunesia,Pacific,Papua New Guinea (PG),shifting,1100,Trans-New Guinea,Kiwaian,NA,NA,NA,NA
kich1262,quc,Central Kiche,K'iche',-91.1696,14.5278,North America,Americas,Guatemala (GT),threatened,1900000,Mayan,Quichean-Mamean,Quichean,Mayan,Core Mayan,Quichean-Mamean
kick1244,kic,Kickapoo,Kickapoo,-89.0303,41.6551,North America,Americas,Mexico (MX) / United States (US),shifting,820,Algic,Algonquian,NA,Algic,Algonquian,Eastern Great Lakes Algonquian
kika1239,kzg,Kikai,Kikai,129.982,28.31,Eurasia,Asia,Japan (JP),shifting,13066,Japonic,Ryukyuan,Northern Amami-Okinawan,Japonic,Ryukyuan,Northern Ryukyuan
kika1240,unknow,NA,KiKAR,NA,NA,Africa,NA,Kenya (KE),NA,NA,NA,NA,NA,Pidgin,Swahili based pidgin,NA
kiku1240,kik,Gikuyu,Kikuyu,36.719,-0.29005,Africa,Africa,Kenya (KE),not endangered,7180000,Niger-Congo,Atlantic-Congo,Benue-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo
kild1236,sjd,Kildin Saami,Kildin Saami,35.8348,68.2158,Eurasia,Europe,Russian Federation (RU),moribund,500,Uralic,Sami,NA,Uralic,Saami,Eastern Saami
kile1243,unknow,NA,Kilen,132.48,47.585,Eurasia,NA,China (CN),moribund,NA,NA,NA,NA,Tungusic,Central Tungusic,Central-Eastern Tungusic
kili1267,kij,Kilivila,Kilivila,151.072,-8.72574,Papunesia,Pacific,Papua New Guinea (PG),not endangered,20000,Austronesian,Malayo-Polynesian,Eastern Malayo-Polynesian,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
kili1268,klb,Kiliwa,Kiliwa,-115.123,30.5471,North America,Americas,Mexico (MX),nearly extinct,28,Hokan,Esselen-Yuman,Kiliwa,Cochimi-Yuman,Yuman,NA
kilm1241,kih,Kilmeri,Kilmeri,141.191,-2.88607,Papunesia,Pacific,Papua New Guinea (PG),shifting,1970,Border,Bewani,NA,Border,Bewani,Pagi-Kilmeri
kima1244,kqr,Kimaragang,Kimaragang,116.96,6.61982,Papunesia,Asia,Malaysia (MY),threatened,25000,Austronesian,Malayo-Polynesian,Sabahan,Austronesian,Malayo-Polynesian,North Borneo Malayo-Polynesian
kima1246,kig,Kimaghima,Kimaama,138.355,-8.01899,Papunesia,Asia,Indonesia (ID),threatened,3000,Trans-New Guinea,Kolopom,NA,Kolopom,Kimaama-Riantana,NA
kimb1241,kmb,Kimbundu,Kimbundu,14.8893,-8.97835,Africa,Africa,"Angola (AO) / Congo, The Democratic Republic of the (CD)",not endangered,3000000,Niger-Congo,Atlantic-Congo,Benue-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo
kimb1242,kiv,Kimbu,Kimbu,33.6445,-7.23023,Africa,Africa,"Tanzania, United Republic of (TZ)",threatened,78000,Niger-Congo,Atlantic-Congo,Benue-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo
kimd1235,unknow,NA,Kimda,-54.6259,-25.8266,South America,NA,Paraguay (PY),extinct,NA,NA,NA,NA,Nuclear-Macro-Je,Je,Je Meridional
kimk1238,sbt,Kimki,Kimki,140.884,-4.2742,Papunesia,Asia,Indonesia (ID),shifting,500,Sepik,Biksi,NA,NA,NA,NA
kimm1245,mji,Kim Mun,Kim Mun,105.024,22.9856,Eurasia,Asia,China (CN) / Lao People's Democratic Republic (LA) / Viet Nam (VN),not endangered,200000,Hmong-Mien,Mienic,NA,Hmong-Mien,Mienic,Mien-Mun
kimm1246,kia,Kim,Kim,15.8936,9.79442,Africa,Africa,Chad (TD),threatened,15400,Niger-Congo,Atlantic-Congo,North,Atlantic-Congo,Volta-Congo,North Volta-Congo
kimr1241,kqp,Kimre,Kimre,16.9423,9.42071,Africa,Africa,Chad (TD),not endangered,20000,Afro-Asiatic,Chadic,A,Afro-Asiatic,Chadic,East Chadic
kina1250,krj,Kinaray-a,Kinaray-a,122.297,10.8131,Papunesia,Asia,Philippines (PH),not endangered,378000,Austronesian,Malayo-Polynesian,Greater Central Philippine,Austronesian,Malayo-Polynesian,Greater Central Philippine
kina1251,kco,Kinalakna,Kinalakna,147.442,-6.05862,Papunesia,Pacific,Papua New Guinea (PG),shifting,220,Trans-New Guinea,Finisterre-Huon,Western,Nuclear Trans New Guinea,Finisterre-Huon,Huon
kina1252,cbw,NA,Kinabalian,125.222,10.2589,Papunesia,NA,Philippines (PH),not endangered,NA,NA,NA,NA,Austronesian,Malayo-Polynesian,Greater Central Philippine
kinn1249,kfk,Kinnauri,Kinnauri,78.3148,31.3688,Eurasia,Asia,China (CN) / India (IN),shifting,63800,Sino-Tibetan,Tibeto-Burman,Tibeto-Kanauri,Sino-Tibetan,Bodic,West Himalayish
kint1239,knq,Kintaq,Kintaq,101.277,5.75004,Eurasia,Asia,Malaysia (MY) / Thailand (TH),shifting,160,Austro-Asiatic,Mon-Khmer,North Aslian,Austroasiatic,Aslian,Central-Northern Aslian
kinu1239,kkd,Kinuku,Kinuku,8.1296,10.3524,Africa,Africa,Nigeria (NG),not endangered,500,Niger-Congo,Atlantic-Congo,Benue-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo
kiny1244,kin,Rwanda,Kinyarwanda,29.6441,-1.56771,Africa,Africa,"Burundi (BI) / Congo, The Democratic Republic of the (CD) / Rwanda (RW) / Tanzania, United Republic of (TZ) / Uganda (UG)",not endangered,6490000,Niger-Congo,Atlantic-Congo,Benue-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo
kiok1239,ues,Kioko,Kioko,122.951,-4.99012,Papunesia,Asia,Indonesia (ID),threatened,1000,Austronesian,Malayo-Polynesian,Eastern,Austronesian,Malayo-Polynesian,Celebic
kion1242,kkm,Kiong,Kiong,8.35234,5.20497,Africa,Africa,Nigeria (NG),moribund,100,Niger-Congo,Atlantic-Congo,Benue-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo
kiow1264,apk,Kiowa Apache,Kiowa Apache,-98.2461,34.9077,North America,Americas,United States (US),extinct,18,Na-Dene,Nuclear Na-Dene,Athapaskan,Athabaskan-Eyak-Tlingit,Athabaskan-Eyak,Athabaskan
kiow1266,kio,Kiowa,Kiowa,-98.9042,34.9403,North America,Americas,United States (US),nearly extinct,1100,Kiowa Tanoan,Kiowa-Towa,NA,Kiowa-Tanoan,NA,NA
kipe1235,unknow,NA,Kipea,-37.1411,-7.39297,South America,NA,Brazil (BR),extinct,NA,NA,NA,NA,Kariri,NA,NA
kips1239,sgc,Kipsigis,Kipsigis,35.2585,-0.35774,Africa,Africa,Kenya (KE),not endangered,471000,Nilo-Saharan,Eastern Sudanic,Southern,Nilotic,Southern Nilotic,Kalenjin
kipu1237,kyi,Kiput,Kiput,114.367,4.16535,Papunesia,Asia,Brunei Darussalam (BN) / Malaysia (MY),shifting,2460,Austronesian,Malayo-Polynesian,North Sarawakan,Austronesian,Malayo-Polynesian,North Borneo Malayo-Polynesian
kirb1236,kkr,Kir-Balar,Kir-Balar,9.77003,10.1456,Africa,Africa,Nigeria (NG),not endangered,3050,Afro-Asiatic,Chadic,B,Afro-Asiatic,Chadic,West Chadic
kire1240,geb,Kire,Kire,144.711,-4.25927,Papunesia,Pacific,Papua New Guinea (PG),shifting,2420,Ramu-Lower Sepik,Ramu,NA,Lower Sepik-Ramu,Ramu,Lower Ramu
kirg1245,kir,Kyrgyz,Kirghiz,74,42,Eurasia,Asia,Afghanistan (AF) / China (CN) / Kazakhstan (KZ) / Kyrgyzstan (KG) / Tajikistan (TJ) / Uzbekistan (UZ),not endangered,2450000,Altaic,Turkic,Aralo-Caspian,Turkic,Common Turkic,Kipchak
kiri1254,okr,Kirike,Kirike,6.98938,4.41126,Africa,Africa,Nigeria (NG),not endangered,248000,Niger-Congo,Atlantic-Congo,Ijo,Ijoid,Ijo,Eastern Ijo
kiri1256,kiy,Kirikiri,Kirikiri,137.282,-3.18494,Papunesia,Asia,Indonesia (ID),shifting,250,Lakes Plain,Tariku,NA,Lakes Plain,Tariku,West Tariku
kirm1248,kiu,Kirmanjki,Kirmanjki,39.4004,39.1636,Eurasia,Asia,Turkey (TR),not endangered,140000,Indo-European,Indo-Iranian,Western,Indo-European,Indo-Iranian,Iranian
kiry1234,fkk,NA,Kirya-Konzel,13.36,10.48,Africa,NA,Nigeria (NG),not endangered,NA,NA,NA,NA,Afro-Asiatic,Chadic,Biu-Mandara
kisa1263,lks,Olushisa,Kisa,34.5708,0.1529,Africa,Africa,Kenya (KE),not endangered,0,Niger-Congo,Atlantic-Congo,Benue-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo
kisa1266,kje,Kisar,Kisar,127.18,-8.05122,Papunesia,Asia,Indonesia (ID),not endangered,20000,Austronesian,Malayo-Polynesian,Central Malayo-Polynesian,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
kisi1243,kiz,Kisi,Kisi,34.4825,-9.93,Africa,Africa,"Malawi (MW) / Tanzania, United Republic of (TZ)",threatened,10200,Niger-Congo,Atlantic-Congo,Benue-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo
kiss1246,kis,Kis,Kis,143.96,-3.83909,Papunesia,Pacific,Papua New Guinea (PG),shifting,220,Austronesian,Malayo-Polynesian,Eastern Malayo-Polynesian,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
kist1241,gru,Kistane,Kistane,38.4763,8.33561,Africa,Africa,Ethiopia (ET),not endangered,255000,Afro-Asiatic,Semitic,Ethiopian,Afro-Asiatic,Semitic,West Semitic
kita1247,zkt,NA,Kitan,115.986,44.3773,Eurasia,NA,China (CN),extinct,NA,NA,NA,NA,Mongolic,Unclassified Mongolic,NA
kita1249,mwk,Kita Maninkakan,Kita Maninkakan,-9.49151,13.1798,Africa,Africa,Guinea (GN) / Mali (ML),not endangered,600000,Niger-Congo,Mande,Central-Southwestern,Mande,Western Mande,Manding-Kpelle
kite1237,unknow,NA,Kitemoka,-62.75,-16,South America,NA,"Bolivia, Plurinational State of (BO)",extinct,NA,NA,NA,NA,Chapacuran,Kitemoka-Tapakura,NA
kitj1240,gia,Kitja,Kitja,127.392,-17.5758,Australia,Pacific,Australia (AU),moribund,410,Australian,Djeragan,NA,Jarrakan,NA,NA
kits1249,kii,Kitsai,Kitsai,-96.5,31.83,North America,Americas,United States (US),extinct,2000,Caddoan,Northern,Kitsai,Caddoan,Northern Caddoan,Pawnee-Kitsai
kitu1245,mkw,Kituba,Kituba (Congo),14.5648,-4.15654,Africa,Africa,Congo (CG),not endangered,1160000,Creole,Kongo based,NA,Atlantic-Congo,Volta-Congo,Benue-Congo
kitu1246,ktu,Kituba,Kituba (Democratic Republic of Congo),17.1548,-2.29601,Africa,Africa,"Congo, The Democratic Republic of the (CD)",not endangered,4200000,Creole,Kongo based,NA,Atlantic-Congo,Volta-Congo,Benue-Congo
kjac1234,unknow,NA,Chinese Pidgin Russian,NA,NA,Eurasia,NA,Russian Federation (RU),NA,NA,NA,NA,NA,Pidgin,Russian based,NA
klam1254,kla,Klamath-Modoc,Klamath-Modoc,-121.704,42.5861,North America,Americas,United States (US),extinct,1,Penutian,Plateau Penutian,NA,NA,NA,NA
klao1243,klu,Klao,Klao,-8.85,5.05,Africa,Africa,Liberia (LR) / Sierra Leone (SL),not endangered,213000,Niger-Congo,Atlantic-Congo,Kru,Atlantic-Congo,Volta-Congo,Kru
klia1235,kqt,Klias River Kadazan,Klias River Kadazan,115.582,5.39453,Papunesia,Asia,Malaysia (MY),threatened,1000,Austronesian,Malayo-Polynesian,Sabahan,Austronesian,Malayo-Polynesian,North Borneo Malayo-Polynesian
klin1234,tlh,NA,Klingon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Artificial Language,NA,NA
koal1240,kib,Koalib,Koalib-Rere,30.4717,11.6965,Africa,Africa,Sudan (SD),not endangered,44300,Niger-Congo,Kordofanian,West-Central,Heibanic,West-Central Heibanic,Central Heibanic
koas1236,cku,Koasati,Koasati,-92.709,30.4096,North America,Americas,United States (US),moribund,200,Muskogean,Eastern,NA,Muskogean,Alabaman-Koasati,NA
koba1240,kpd,Koba,Koba,134.61,-6.47901,Papunesia,Asia,Indonesia (ID),not endangered,600,Austronesian,Malayo-Polynesian,Central Malayo-Polynesian,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
kobi1241,kcj,Kobiana,Kobiana,-14.4527,13.5269,Africa,Africa,Guinea-Bissau (GW) / Senegal (SN),shifting,690,Niger-Congo,Atlantic-Congo,Northern,Atlantic-Congo,North-Central Atlantic,North Atlantic
kobo1248,kgu,Kobol,Kobol,145.284,-4.79614,Papunesia,Pacific,Papua New Guinea (PG),not endangered,720,Trans-New Guinea,Madang,Pihom,Nuclear Trans New Guinea,Madang,Croisilles
kobo1249,kpw,Kobon,Kobon,144.46,-5.16446,Papunesia,Pacific,Papua New Guinea (PG),not endangered,10000,Trans-New Guinea,Madang,NA,Nuclear Trans New Guinea,Madang,Kalamic-South Adelbert
koch1247,thq,Kochila Tharu,Kochila Tharu,84.6301,26.7251,Eurasia,Asia,India (IN) / Nepal (NP),not endangered,258000,Indo-European,Indo-Iranian,Eastern zone,Indo-European,Indo-Iranian,Indo-Aryan
koch1250,kdq,Koch,Koch,90.2566,25.7962,Eurasia,Asia,Bangladesh (BD) / India (IN),threatened,30000,Sino-Tibetan,Tibeto-Burman,Konyak-Bodo-Garo,Sino-Tibetan,Brahmaputran,Bodo-Garo
koda1236,cdz,Koda,Koda,87.479,23.234,Eurasia,Asia,Bangladesh (BD) / India (IN),threatened,1300,Austro-Asiatic,Munda,Kherwari,Austroasiatic,Mundaic,North Munda
koda1254,ksz,Kodaku,Kodaku,83.8454,23.5757,Eurasia,Asia,India (IN),not endangered,15700,Austro-Asiatic,Munda,Kherwari,Austroasiatic,Mundaic,North Munda
koda1255,kfa,Kodava,Kodava,75.9161,12.2443,Eurasia,Asia,India (IN),shifting,241000,Dravidian,Southern,Tamil-Kodagu,Dravidian,South Dravidian,South Dravidian I
kode1237,vko,Kodeoha,Kodeoha,120.937,-3.39566,Papunesia,Asia,Indonesia (ID),shifting,1500,Austronesian,Malayo-Polynesian,Eastern,Austronesian,Malayo-Polynesian,Celebic
kodi1246,kwp,Kodia,Kodia,-6.31915,5.49671,Africa,Africa,C?te d'Ivoire (CI),threatened,840,Niger-Congo,Atlantic-Congo,Kru,Atlantic-Congo,Volta-Congo,Kru
kodi1247,kod,Kodi,Kodi-Gaura,119.114,-9.6373,Papunesia,Asia,Indonesia (ID),not endangered,40000,Austronesian,Malayo-Polynesian,Central Malayo-Polynesian,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
koen1239,kcs,Koenoem,Koenoem,9.46622,9.01129,Africa,Africa,Nigeria (NG),shifting,3000,Afro-Asiatic,Chadic,A,Afro-Asiatic,Chadic,West Chadic
kofe1239,kpi,Kofei,Kofei,136.814,-2.41435,Papunesia,Asia,Indonesia (ID),moribund,100,East Geelvink Bay,NA,NA,Geelvink Bay,Barapasi-Sauri-Kofei,Sauri-Kofei
kofy1242,kwl,Kofyar,Pan,9.15279,8.79947,Africa,Africa,Nigeria (NG),not endangered,110000,Afro-Asiatic,Chadic,A,Afro-Asiatic,Chadic,West Chadic
kogu1234,zkg,NA,Koguryo,NA,NA,Eurasia,NA,"Korea, Republic of (KR)",NA,NA,NA,NA,NA,Unclassifiable,NA,NA
kohi1248,plk,Kohistani Shina,Kohistani Shina,73.3207,35.1741,Eurasia,Asia,Pakistan (PK),not endangered,200000,Indo-European,Indo-Iranian,Northwestern zone,Indo-European,Indo-Iranian,Indo-Aryan
kohi1250,kkx,Kohin,Kohin,111.905,-1.43973,Papunesia,Asia,Indonesia (ID),threatened,8000,Austronesian,Malayo-Polynesian,West,Austronesian,Malayo-Polynesian,Basap-Greater Barito
koho1244,kpm,Koho,Koho,108.057,11.6444,Eurasia,Asia,Viet Nam (VN),not endangered,129000,Austro-Asiatic,Mon-Khmer,Bahnaric,Austroasiatic,Bahnaric,South Bahnaric
kohu1244,bcs,Kohumono,Kohumono,7.96202,5.92596,Africa,Africa,Nigeria (NG),not endangered,30000,Niger-Congo,Atlantic-Congo,Benue-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo
koii1238,kkt,Koi,Koi,86.8531,27.1941,Eurasia,Asia,Nepal (NP),shifting,2640,Sino-Tibetan,Tibeto-Burman,Mahakiranti,Sino-Tibetan,Himalayish,Mahakiranti
koir1240,nkd,Koireng,Koireng,94.2141,25.2857,Eurasia,Asia,India (IN),threatened,3000,Sino-Tibetan,Tibeto-Burman,Naga,Sino-Tibetan,Kuki-Chin-Naga,Kuki-Chin
koit1244,kqi,Koitabu,Koitabu,147.079,-9.36877,Papunesia,Pacific,Papua New Guinea (PG),shifting,2700,Trans-New Guinea,Southeast Papuan,Koiaric,Koiarian,Koiaric,Koita-Koiari
koiw1243,kxt,Koiwat,Koiwat,143.62,-4.03417,Papunesia,Pacific,Papua New Guinea (PG),shifting,800,Sepik,Ndu,NA,Ndu,Nuclear Ndu,Sawosic
koka1244,ktd,Kokata,Kokata,135.55,-29.94,Australia,Pacific,Australia (AU),nearly extinct,3,Australian,Pama-Nyungan,Wati,Pama-Nyungan,Desert Nyungic,Wati
kokb1239,trp,Kok Borok,Kok Borok,91.4673,23.1916,Eurasia,Asia,Bangladesh (BD) / India (IN),threatened,691000,Sino-Tibetan,Tibeto-Burman,Konyak-Bodo-Garo,Sino-Tibetan,Brahmaputran,Bodo-Garo
koke1240,kou,Koke,Koke,18.4121,10.6829,Africa,Africa,Chad (TD),shifting,600,Niger-Congo,Atlantic-Congo,North,Atlantic-Congo,Volta-Congo,North Volta-Congo
koke1241,unknow,NA,Kokenop Mandobo,140.599,-5.55192,Papunesia,NA,Indonesia (ID),NA,NA,NA,NA,NA,Nuclear Trans New Guinea,Asmat-Awyu-Ok,Awyu-Ok
kokn1236,gko,NA,Kok-Nar,141.608,-16.181,Australia,NA,Australia (AU),extinct,NA,NA,NA,NA,Pama-Nyungan,Paman,Norman Pama
koko1265,xod,Kokoda,Kokoda,132.449,-2.12872,Papunesia,Asia,Indonesia (ID),threatened,3700,Trans-New Guinea,South Bird's Head,Central,South Bird's Head Family,East South Bird's Head,NA
koko1267,kzn,Kokola,Kokola,35.5767,-16.2681,Africa,Africa,Malawi (MW) / Mozambique (MZ),not endangered,200000,Niger-Congo,Atlantic-Congo,Benue-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo
koko1269,kkk,Kokota,Kokota,159.191,-8.16481,Papunesia,Pacific,Solomon Islands (SB),shifting,530,Austronesian,Malayo-Polynesian,Eastern Malayo-Polynesian,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
koko1272,unknow,NA,Koko Dhawa,141.806,-16.0509,Australia,NA,Australia (AU),extinct,NA,NA,NA,NA,Pama-Nyungan,Paman,Southwest Pama
kola1285,kvv,Kola,Kola,134.592,-5.48833,Papunesia,Asia,Indonesia (ID),not endangered,7700,Austronesian,Malayo-Polynesian,Central Malayo-Polynesian,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
kolb1240,klc,Kolbila,Kolbila,13.2707,8.26797,Africa,Africa,Cameroon (CM),shifting,2500,Niger-Congo,Atlantic-Congo,North,Atlantic-Congo,Volta-Congo,North Volta-Congo
kolb1241,ekl,NA,Kol (Bangladesh),88.337,24.5318,Eurasia,NA,Bangladesh (BD),not endangered,NA,NA,NA,NA,Austroasiatic,Mundaic,North Munda
kolc1235,biw,Kol,Kol (Cameroon),12.8574,3.65994,Africa,Africa,Cameroon (CM),not endangered,12000,Niger-Congo,Atlantic-Congo,Benue-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo
koli1253,skn,Kolibugan Subanon,Kolibugan Subanon,122.567,7.77212,Papunesia,Asia,Philippines (PH),not endangered,20000,Austronesian,Malayo-Polynesian,Greater Central Philippine,Austronesian,Malayo-Polynesian,Greater Central Philippine
kolo1267,klm,Kolom,Kolom,146.212,-5.57832,Papunesia,Pacific,Papua New Guinea (PG),not endangered,470,Trans-New Guinea,Madang,Kabenau,Nuclear Trans New Guinea,Madang,Rai Coast
kolp1236,kol,Kol,Kol (Papua New Guinea),151.583,-5.21042,Papunesia,Pacific,Papua New Guinea (PG),shifting,4000,Language Isolate,NA,NA,NA,NA,NA
kols1241,ksh,Kolsch,K?lsch,6.927,50.947,Eurasia,Europe,Germany (DE),threatened,250000,Indo-European,Germanic,High German,Indo-European,Germanic,Northwest Germanic
kolu1245,klx,Koluwawa,Koluwawa,150.462,-9.42742,Papunesia,Pacific,Papua New Guinea (PG),not endangered,900,Austronesian,Malayo-Polynesian,Eastern Malayo-Polynesian,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
koma1266,kmy,Koma,Koma Ndera,12.7282,8.70976,Africa,Africa,Cameroon (CM) / Nigeria (NG),not endangered,32000,Niger-Congo,Atlantic-Congo,North,Atlantic-Congo,Volta-Congo,North Volta-Congo
komb1272,xbi,Kombio,Kombio,142.694,-3.48467,Papunesia,Pacific,Papua New Guinea (PG),shifting,2970,Torricelli,Kombio-Arapesh,NA,Nuclear Torricelli,Kombio-Arapesh-Urat,Kombio-Yambes
komb1273,kpf,Komba,Komba,147.28,-6.16163,Papunesia,Pacific,Papua New Guinea (PG),not endangered,15000,Trans-New Guinea,Finisterre-Huon,Western,Nuclear Trans New Guinea,Finisterre-Huon,Huon
komb1274,tyn,Kombai,Kombai,139.902,-5.54543,Papunesia,Asia,Indonesia (ID),threatened,4000,Trans-New Guinea,Ok-Awyu,Dumut,Nuclear Trans New Guinea,Asmat-Awyu-Ok,Awyu-Ok
komc1235,bkm,Kom,Kom (Cameroon),10.3348,6.2596,Africa,Africa,Cameroon (CM),not endangered,233000,Niger-Congo,Atlantic-Congo,Benue-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo
kome1238,kge,Komering,Komering,105.107,-3.79215,Papunesia,Asia,Indonesia (ID),threatened,470000,Austronesian,Malayo-Polynesian,NA,Austronesian,Malayo-Polynesian,Lampungic
komi1268,kpv,Komi-Zyrian,Komi-Zyrian,54.946,64.0527,Eurasia,Europe,Russian Federation (RU),nearly extinct,217000,Uralic,Permian,NA,Uralic,Permian,Komi
